Rating,Location,Size,Type of ownership,Sector,Revenue,Years Founded,Min_Salary,Max_Salary,Seniority,HQ_Same,SQL,Excel,Python,Tableau,R,SAS
3.1,IL,1001 to 5000 employees,Subsidiary or Business Segment,Manufacturing,$500 million to $1 billion (USD),49.0,60,66,Not specified,1,0,1,0,0,0,0
3.5,IL,10000+ employees,School / School District,Education,,137.0,60,66,Not specified,1,0,0,0,0,0,0
3.3,IL,10000+ employees,Government,Government,,183.0,60,66,Not specified,1,0,1,0,0,0,0
3.8,IL,1001 to 5000 employees,Private Practice / Firm,Finance,,21.0,60,66,Not specified,1,0,1,0,0,0,0
3.8,IL,1001 to 5000 employees,Company - Private,Business Services,$1 to $2 billion (USD),73.0,60,66,Not specified,0,1,1,0,0,1,0
3.7,IL,10000+ employees,Company - Public,Finance,$10+ billion (USD),203.0,60,66,Not specified,0,1,0,1,1,1,1
3.2,IL,10000+ employees,Subsidiary or Business Segment,Finance,$2 to $5 billion (USD),138.0,60,66,Not specified,1,0,0,1,0,1,1
4.2,IL,10000+ employees,Company - Private,Information Technology,$1 to $2 billion (USD),21.0,73,82,Not specified,0,0,0,1,0,0,0
4.6,IL,1 to 50 employees,Company - Private,Health Care,,9.0,73,82,Senior,1,1,0,1,1,1,0
3.2,IL,10000+ employees,Company - Public,Manufacturing,$10+ billion (USD),5.0,73,82,Not specified,0,0,1,0,0,0,0
3.5,IL,1 to 50 employees,Company - Private,Information Technology,,,73,82,Not specified,1,1,1,1,1,1,0
3.7,IL,1001 to 5000 employees,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),8.0,73,82,Not specified,1,0,1,1,0,1,0
3.9,IL,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),37.0,73,82,Not specified,0,0,1,0,0,0,0
,IL,1 to 50 employees,Company - Private,,,,73,82,Not specified,0,0,0,0,0,0,0
3.4,IL,5001 to 10000 employees,Company - Public,Manufacturing,$2 to $5 billion (USD),76.0,73,82,Senior,0,1,0,1,0,1,0
4.1,IL,1 to 50 employees,Company - Public,Business Services,$5 to $10 million (USD),3.0,73,82,Not specified,0,1,1,0,0,0,0
5.0,IL,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,73,82,Junior,1,1,1,0,0,0,1
3.5,IL,1001 to 5000 employees,Company - Private,Transportation & Logistics,$500 million to $1 billion (USD),7.0,73,82,Senior,0,1,1,1,0,1,0
3.7,IL,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,73,82,Not specified,0,1,1,0,0,0,0
4.0,IL,1 to 50 employees,Company - Private,Business Services,,,73,82,Not specified,0,1,0,1,0,1,1
3.5,IL,51 to 200 employees,,,Less than $1 million (USD),13.0,73,82,Not specified,0,1,1,1,0,0,0
3.6,IL,51 to 200 employees,Company - Private,Media,,5.0,73,82,Not specified,1,1,0,1,1,1,0
3.0,IL,201 to 500 employees,Government,Government,,,73,82,Not specified,1,0,1,0,0,0,0
,IL,,Company - Private,,,,73,82,Senior,1,0,0,0,0,0,0
3.9,IL,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,73,82,Not specified,0,0,0,1,0,0,0
5.0,IL,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,73,82,Not specified,1,1,1,0,0,0,1
4.7,IL,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),26.0,73,82,Not specified,1,1,1,1,1,1,0
3.5,IL,10000+ employees,School / School District,Education,,137.0,73,82,Not specified,1,1,0,0,0,0,1
3.2,IL,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,,5.0,73,82,Not specified,1,1,1,0,0,0,0
,IL,1 to 50 employees,Company - Private,,,,73,82,Not specified,1,0,1,0,0,0,0
4.6,IL,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),24.0,73,82,Not specified,1,1,1,1,1,1,0
4.2,IL,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),,73,82,Senior,0,1,0,1,1,1,0
3.9,IL,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),37.0,73,82,Not specified,0,0,1,0,0,0,0
3.9,IL,51 to 200 employees,Nonprofit Organization,Non-Profit,,29.0,73,82,Senior,0,0,0,0,0,0,0
4.8,IL,51 to 200 employees,Company - Private,Finance,$50 to $100 million (USD),6.0,73,82,Senior,1,1,0,1,1,1,0
,IL,51 to 200 employees,Company - Private,"Construction, Repair & Maintenance",,,67,92,Not specified,1,0,1,0,0,0,0
4.0,IL,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,67,92,Not specified,0,1,0,0,0,0,0
3.9,IL,5001 to 10000 employees,Hospital,Health Care,$1 to $2 billion (USD),183.0,67,92,Not specified,1,1,0,0,0,0,1
2.7,IL,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),22.0,67,92,Not specified,0,0,0,0,0,0,0
3.4,IL,501 to 1000 employees,Nonprofit Organization,Finance,$100 to $500 million (USD),85.0,67,92,Not specified,1,0,1,0,1,0,0
4.5,IL,201 to 500 employees,Company - Private,Business Services,,16.0,67,92,Not specified,0,0,0,0,0,0,0
4.0,IL,10000+ employees,College / University,Education,$2 to $5 billion (USD),130.0,67,92,Senior,1,0,1,0,0,1,1
3.7,IL,1 to 50 employees,Nonprofit Organization,,$1 to $5 million (USD),,67,92,Not specified,0,0,1,0,0,0,0
4.0,IL,201 to 500 employees,Private Practice / Firm,Accounting & Legal,,20.0,67,92,Not specified,0,0,0,0,0,0,0
3.2,IL,10000+ employees,Company - Public,Finance,,,67,92,Not specified,1,1,1,0,0,0,0
3.2,IL,501 to 1000 employees,Company - Private,Information Technology,,37.0,67,92,Not specified,0,1,1,1,0,1,0
,IL,1 to 50 employees,Company - Private,Information Technology,,6.0,67,92,Not specified,0,0,1,0,0,0,0
3.8,IL,501 to 1000 employees,Company - Private,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),19.0,67,92,Not specified,1,1,0,1,0,1,0
3.8,IL,10000+ employees,Company - Private,Accounting & Legal,$10+ billion (USD),31.0,67,92,Not specified,0,1,1,0,0,0,0
3.9,IL,1 to 50 employees,Franchise,"Construction, Repair & Maintenance",Less than $1 million (USD),,67,92,Not specified,0,1,0,1,1,0,0
3.5,IL,5001 to 10000 employees,Company - Private,Manufacturing,,112.0,67,92,Not specified,1,0,1,0,0,0,0
3.0,IL,201 to 500 employees,Company - Private,Business Services,,17.0,67,92,Not specified,0,0,0,0,0,0,1
3.0,IL,1001 to 5000 employees,Company - Private,Transportation & Logistics,$1 to $2 billion (USD),54.0,67,92,Not specified,0,1,1,0,1,0,0
3.9,IL,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),16.0,67,92,Senior,1,1,0,1,1,1,0
3.9,IL,51 to 200 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,67,92,Senior,0,1,0,0,1,0,0
3.7,IL,1001 to 5000 employees,Company - Private,Retail,$500 million to $1 billion (USD),61.0,67,92,Not specified,1,1,0,1,1,1,0
4.3,IL,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),24.0,67,92,Not specified,0,1,0,0,0,0,1
1.0,IL,1 to 50 employees,Company - Private,Information Technology,Less than $1 million (USD),,67,92,Not specified,0,1,0,1,0,0,1
3.7,IL,10000+ employees,Company - Public,Finance,$10+ billion (USD),203.0,67,92,Not specified,0,0,0,1,0,1,1
3.6,IL,5001 to 10000 employees,Company - Private,Accounting & Legal,$1 to $2 billion (USD),32.0,67,92,Senior,0,0,1,0,1,0,0
4.0,IL,1001 to 5000 employees,Subsidiary or Business Segment,,,55.0,67,92,Not specified,0,1,1,1,0,0,0
2.9,IL,1001 to 5000 employees,Company - Private,Finance,$100 to $500 million (USD),23.0,67,92,Senior,1,1,0,1,0,0,0
2.5,IL,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),38.0,67,92,Not specified,1,1,1,0,0,0,0
3.6,IL,10000+ employees,Company - Public,Business Services,$10+ billion (USD),192.0,42,76,Not specified,0,1,1,0,0,0,0
4.1,IL,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,42,76,Not specified,0,1,0,0,0,0,0
3.3,IL,501 to 1000 employees,Company - Private,Non-Profit,$25 to $50 million (USD),114.0,42,76,Not specified,1,0,1,0,0,0,0
4.8,IL,1 to 50 employees,Company - Private,Business Services,,6.0,42,76,Not specified,0,1,0,0,0,0,1
5.0,IL,1 to 50 employees,Company - Private,,,,42,76,Not specified,1,0,0,0,0,0,0
3.3,IL,1001 to 5000 employees,Company - Private,Manufacturing,$100 to $500 million (USD),,42,76,Not specified,1,1,1,0,0,0,0
2.8,IL,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),19.0,42,76,Senior,0,1,0,0,1,0,0
3.6,IL,1001 to 5000 employees,Company - Private,Business Services,$50 to $100 million (USD),22.0,42,76,Not specified,0,1,1,0,0,0,0
2.5,IL,10000+ employees,Company - Public,Manufacturing,$5 to $10 billion (USD),15.0,42,76,Not specified,1,1,1,0,1,0,0
4.2,IL,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),17.0,42,76,Not specified,0,1,1,1,0,1,0
3.5,IL,10000+ employees,School / School District,Education,,137.0,42,76,Senior,1,1,0,1,0,1,1
1.0,IL,1 to 50 employees,Company - Private,Information Technology,Less than $1 million (USD),,42,76,Not specified,0,1,0,0,0,0,1
3.2,IL,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),13.0,42,76,Not specified,0,1,0,0,1,0,1
4.8,IL,1 to 50 employees,Company - Private,Information Technology,Less than $1 million (USD),9.0,42,76,Not specified,0,0,1,0,0,0,0
2.9,IL,201 to 500 employees,Nonprofit Organization,Health Care,$50 to $100 million (USD),59.0,42,76,Senior,1,0,1,0,0,0,0
3.4,IL,501 to 1000 employees,Company - Public,"Restaurants, Bars & Food Services",$50 to $100 million (USD),,42,76,Not specified,0,1,1,0,1,0,0
4.1,IL,,College / University,Education,,38.0,42,76,Not specified,1,0,0,0,0,0,0
3.7,IL,10000+ employees,Company - Public,Finance,$2 to $5 billion (USD),131.0,42,76,Not specified,1,0,0,0,0,0,0
5.0,IL,1 to 50 employees,Company - Private,Business Services,Less than $1 million (USD),,42,76,Not specified,1,1,1,0,1,0,0
4.1,IL,201 to 500 employees,School / School District,Education,$25 to $50 million (USD),19.0,42,76,Senior,1,1,0,0,1,0,0
,IL,1 to 50 employees,Company - Private,,,,42,76,Not specified,1,1,1,0,1,0,0
2.5,IL,201 to 500 employees,Company - Public,Finance,$50 to $100 million (USD),15.0,42,76,Senior,1,0,1,0,0,0,0
4.5,IL,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,42,76,Not specified,0,1,0,0,1,0,0
3.5,IL,10000+ employees,School / School District,Education,,137.0,42,76,Not specified,1,1,1,1,0,1,1
5.0,IL,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,42,76,Junior,1,1,1,0,0,0,1
2.1,IL,1 to 50 employees,Company - Private,Finance,Less than $1 million (USD),,42,76,Senior,0,1,0,1,0,0,0
3.3,IL,1001 to 5000 employees,Company - Private,Finance,$1 to $2 billion (USD),122.0,42,76,Senior,1,1,0,1,1,1,0
4.5,IL,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),16.0,97,129,Not specified,0,0,1,1,1,1,1
,IL,1 to 50 employees,Company - Private,Information Technology,,,97,129,Not specified,0,0,0,0,0,0,1
2.0,IL,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),,97,129,Senior,1,0,0,1,0,1,0
3.9,IL,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),21.0,97,129,Not specified,0,0,0,1,0,0,0
3.3,IL,10000+ employees,Nonprofit Organization,Health Care,$10 to $25 million (USD),44.0,97,129,Not specified,0,0,1,0,0,0,0
3.7,IL,10000+ employees,Company - Public,Information Technology,$5 to $10 billion (USD),92.0,97,129,Senior,1,0,0,0,1,0,0
3.4,IL,10000+ employees,Company - Private,Manufacturing,$10+ billion (USD),54.0,97,129,Not specified,1,0,0,0,0,0,0
3.8,IL,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,97,129,Senior,0,1,0,0,1,0,0
3.2,IL,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,,5.0,97,129,Senior,1,1,0,1,0,0,0
3.2,IL,5001 to 10000 employees,Subsidiary or Business Segment,Manufacturing,$2 to $5 billion (USD),107.0,97,129,Not specified,1,0,0,0,0,0,0
3.3,IL,1 to 50 employees,Company - Private,Business Services,Less than $1 million (USD),,97,129,Not specified,0,1,0,1,0,1,0
1.7,IL,5001 to 10000 employees,Company - Private,Health Care,,,97,129,Not specified,0,1,1,1,0,1,1
3.5,IL,10000+ employees,Company - Public,Business Services,$2 to $5 billion (USD),72.0,97,129,Not specified,0,1,1,0,0,0,0
5.0,IL,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),2.0,97,129,Senior,0,1,0,0,1,0,0
4.3,IL,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),25.0,97,129,Not specified,0,0,0,0,0,0,0
4.6,IL,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),8.0,97,129,Senior,1,0,1,0,0,0,0
,IL,1 to 50 employees,Company - Private,Transportation & Logistics,,10.0,97,129,Not specified,1,0,1,0,0,0,0
3.0,IL,10000+ employees,Company - Public,Retail,$10+ billion (USD),119.0,97,129,Senior,1,1,1,0,0,0,0
3.3,IL,51 to 200 employees,Company - Private,Finance,$1 to $2 billion (USD),21.0,97,129,Senior,0,1,0,1,0,0,0
3.0,IL,201 to 500 employees,Company - Private,Business Services,$1 to $5 million (USD),104.0,97,129,Not specified,1,1,1,0,0,0,0
5.0,IL,51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,,,97,129,Senior,1,0,1,0,0,0,0
4.0,IL,1 to 50 employees,Company - Private,,,,97,129,Not specified,0,0,0,0,0,0,0
2.2,IL,1001 to 5000 employees,Company - Public,,,,97,129,Senior,0,1,1,0,0,0,0
,IL,,Company - Public,,,,97,129,Senior,1,1,0,0,0,0,1
2.7,IL,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),22.0,97,129,Senior,0,1,0,0,0,0,0
3.2,IL,201 to 500 employees,Company - Private,Business Services,$50 to $100 million (USD),163.0,97,129,Not specified,1,0,0,0,1,0,0
3.5,IL,1001 to 5000 employees,Company - Private,Transportation & Logistics,$500 million to $1 billion (USD),7.0,97,129,Senior,0,1,1,1,0,1,0
2.7,IL,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),22.0,68,87,Not specified,0,1,0,0,0,0,0
3.3,IL,1001 to 5000 employees,College / University,Health Care,,161.0,68,87,Not specified,1,1,1,1,0,1,1
3.3,IL,10000+ employees,Company - Public,Insurance,$10+ billion (USD),36.0,68,87,Senior,0,1,1,0,0,0,0
4.1,IL,,College / University,Education,,38.0,68,87,Not specified,1,1,1,1,0,1,1
2.8,IL,1 to 50 employees,Company - Private,Business Services,,7.0,68,87,Senior,0,0,0,0,0,0,0
,IL,1 to 50 employees,Company - Private,Information Technology,,6.0,68,87,Not specified,0,1,1,0,1,0,0
3.9,IL,1001 to 5000 employees,Company - Public,Retail,,,68,87,Not specified,0,1,0,1,0,1,0
3.7,IL,1001 to 5000 employees,Company - Private,Information Technology,$25 to $50 million (USD),23.0,68,87,Not specified,0,0,0,0,0,0,0
3.8,IL,1 to 50 employees,Company - Private,Accounting & Legal,$5 to $10 million (USD),32.0,68,87,Senior,1,0,0,0,0,0,0
4.0,IL,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,68,87,Not specified,0,1,0,0,0,0,1
3.0,IL,10000+ employees,Company - Public,Retail,$10+ billion (USD),119.0,68,87,Senior,1,0,0,0,0,0,0
3.4,IL,10000+ employees,Company - Public,Finance,$10+ billion (USD),175.0,68,87,Senior,0,0,0,0,0,0,0
4.0,IL,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,68,87,Not specified,0,0,0,0,0,0,0
4.1,TX,201 to 500 employees,Company - Private,Business Services,$1 to $2 billion (USD),36.0,29,38,Not specified,1,1,0,0,0,0,0
2.8,TX,201 to 500 employees,Company - Private,Finance,$10 to $25 million (USD),15.0,29,38,Not specified,1,0,0,0,0,0,0
3.0,TX,1 to 50 employees,Self-employed,Accounting & Legal,$1 to $5 million (USD),,29,38,Not specified,0,1,0,0,0,0,0
3.5,TX,201 to 500 employees,Company - Private,"Restaurants, Bars & Food Services",$1 to $5 million (USD),,29,38,Not specified,0,1,0,1,0,0,0
3.6,TX,1001 to 5000 employees,Company - Public,Telecommunications,$2 to $5 billion (USD),26.0,29,38,Not specified,1,1,1,0,1,0,0
2.7,TX,51 to 200 employees,Company - Private,Manufacturing,,13.0,29,38,Not specified,1,1,1,0,1,0,0
3.9,TX,51 to 200 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,29,38,Not specified,0,0,0,0,0,0,0
3.9,TX,201 to 500 employees,Company - Private,Information Technology,,23.0,29,38,Not specified,1,1,0,0,0,0,0
3.4,TX,5001 to 10000 employees,Government,Health Care,$100 to $500 million (USD),54.0,29,38,Not specified,1,1,1,0,0,0,1
,TX,,Company - Private,Real Estate,,,29,38,Not specified,0,1,0,1,1,1,0
4.8,TX,1 to 50 employees,Company - Private,Business Services,,6.0,29,38,Not specified,1,1,1,0,0,1,1
3.1,TX,501 to 1000 employees,Company - Private,Accounting & Legal,$50 to $100 million (USD),58.0,29,38,Not specified,0,1,0,0,1,0,0
3.2,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),236.0,29,38,Not specified,0,0,0,0,0,0,0
4.0,TX,51 to 200 employees,Company - Private,Business Services,$100 to $500 million (USD),65.0,29,38,Not specified,1,1,0,0,0,0,0
3.6,TX,1001 to 5000 employees,Private Practice / Firm,Health Care,$100 to $500 million (USD),71.0,29,38,Not specified,1,1,1,0,0,1,1
4.3,TX,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),8.0,29,38,Not specified,1,1,0,0,0,0,0
4.1,TX,201 to 500 employees,Company - Private,Business Services,Less than $1 million (USD),17.0,29,38,Not specified,0,0,0,0,0,0,0
2.5,TX,51 to 200 employees,Government,Government,$100 to $500 million (USD),54.0,29,38,Not specified,1,1,1,0,0,0,1
3.7,TX,201 to 500 employees,Company - Private,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),,29,38,Not specified,0,0,1,0,0,0,0
,TX,,Company - Public,,,,29,38,Not specified,1,1,1,0,1,0,0
3.7,TX,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,29,38,Not specified,0,0,0,0,0,0,0
4.9,TX,501 to 1000 employees,Company - Private,,,,29,38,Not specified,0,0,0,0,0,0,0
3.6,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),52.0,29,38,Not specified,0,0,0,0,0,0,0
3.9,TX,51 to 200 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,29,38,Not specified,0,0,0,0,0,0,0
3.9,TX,201 to 500 employees,Company - Private,Information Technology,$100 to $500 million (USD),16.0,29,38,Not specified,0,0,1,0,0,0,0
4.0,TX,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,29,38,Not specified,0,0,0,0,0,0,0
4.8,TX,201 to 500 employees,Company - Private,Information Technology,$1 to $5 million (USD),10.0,29,38,Not specified,0,0,0,0,0,0,0
4.2,TX,51 to 200 employees,Company - Private,Information Technology,Less than $1 million (USD),,47,76,Not specified,0,0,0,0,0,0,0
5.0,TX,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,47,76,Not specified,0,1,1,0,0,0,1
4.7,TX,1 to 50 employees,Company - Private,Information Technology,,34.0,47,76,Not specified,0,0,0,0,0,0,0
2.5,TX,201 to 500 employees,Subsidiary or Business Segment,Health Care,$50 to $100 million (USD),21.0,47,76,Not specified,1,1,0,0,1,0,0
4.8,TX,201 to 500 employees,Company - Private,Information Technology,$1 to $5 million (USD),10.0,47,76,Not specified,0,0,0,0,0,0,0
1.0,TX,1 to 50 employees,Company - Private,,$5 to $10 million (USD),,47,76,Not specified,0,0,0,0,0,0,0
2.4,TX,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),15.0,47,76,Not specified,0,0,0,0,0,0,0
3.3,TX,51 to 200 employees,Company - Private,,,,47,76,Not specified,0,0,0,1,0,0,0
3.8,TX,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,47,76,Senior,0,0,0,0,0,0,0
3.5,TX,5001 to 10000 employees,Company - Public,Business Services,$1 to $2 billion (USD),21.0,47,76,Not specified,0,0,1,0,0,0,0
3.5,TX,201 to 500 employees,Company - Private,"Restaurants, Bars & Food Services",$1 to $5 million (USD),,47,76,Not specified,0,1,0,1,0,0,0
3.0,TX,10000+ employees,Company - Private,Business Services,$100 to $500 million (USD),50.0,47,76,Not specified,1,0,0,0,0,0,0
5.0,TX,1 to 50 employees,Company - Private,,,,47,76,Not specified,1,0,0,0,1,0,0
2.0,TX,1001 to 5000 employees,Company - Private,,,,47,76,Not specified,0,1,1,1,1,1,1
3.5,TX,10000+ employees,Company - Public,Business Services,$2 to $5 billion (USD),72.0,47,76,Not specified,0,0,0,0,0,0,0
4.1,TX,201 to 500 employees,Company - Private,Business Services,Less than $1 million (USD),17.0,47,76,Not specified,0,0,0,0,0,0,0
4.6,TX,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,47,76,Not specified,1,1,1,0,1,0,0
